candidate_id,lattice_type,polarization,a,r_over_a,eps_bg,band_index,k_label,k0_x,k0_y,omega0,curvature_xx,curvature_xy,curvature_yy,curvature_trace,curvature_det,vg_x,vg_y,vg_norm,k_parab,k_parab_far,gap_above,gap_below,gap_min,n_subspace_bands,subspace_bands,all_bands,target_index_in_subspace,dominant_polarization,polarization_fraction,local_polarization,original_band_idx,S_flat,S_gap,S_parab,S_vg,S_linear,S_sym,S_total,valid_ea_flag,candidate_source,pipeline_version,merge_mode,n_neighbor_bands,n_extra_bands
0,hex,merged,1.0,0.1,9.8,3,M,0.5,0.0,0.1952049434185028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051453858613967,0.0051453858613967,0.0051453858613967,5,"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2,TE,1.0,TE,3,1.0,1.0,1.0,1.0,1.0,1.0,6.0,True,thesis_selection,V3,TE+TM,2,4
