candidate_id,Nx,Ny,dx,dy,eta,nnz,V_min,V_max,V_mean,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,vg_norm_min,vg_norm_max,vg_norm_mean
0,64,64,0.8267916227903801,0.8267916227903801,0.019198326924800283,53248,-0.07516833943836948,0.03278142777062121,3.903127820947816e-18,0.2694701713969946,363.7892671844845,14.566713654060969,1.6797955166151492e-06,0.005096096719446945,0.00019469243368716547
