lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_label,twist_deg,omega0,alpha,gap_below,gap_above,omega_AA,omega_AB,omega_BA,contrast_AA_AB,kappa_x,kappa_y,kappa_diag,Hxx,Hyy,Hxy,lam_min,lam_max,R2_min,grad_max_abs,min_gap_neigh,ok_minmax_sign,extremum_type,J1,Q,J2
square,1.0,0.0,0.0,1.0,0.45297723840851634,2.981780651100935,TM,4,Γ,1.1,0.7401370767785201,63.59618412836221,5.652980836767796e-07,0.3461551633118448,0.7401370767785201,0.9999885130437912,0.9999885130437912,0.2598514362652711,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,12.97908871417618,0.5,6.48954435708809
square,1.0,0.0,0.0,1.0,0.48,8.0,TM,5,M,1.1,0.7702442623350386,-21.19491551214103,0.0704637710426329,6.6113892891461745e-06,0.7702442623350386,1.489087227882469,1.489087227882465,0.7188429655474303,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,4.957831357087068,0.5,2.478915678543534
square,1.0,0.0,0.0,1.0,0.48,7.214285714285714,TM,5,M,1.1,0.8046299569707486,-17.61772418641033,0.06991498629213,6.568466527356875e-06,0.8046299569707486,1.5006040310108544,1.5006040310108553,0.6959740740401058,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,4.219524166095394,0.5,2.109762083047697
square,1.0,0.0,0.0,1.0,0.4325,6.428571428571429,TM,4,X,1.1,0.7254646399877412,-18.422991983066684,0.1874383829073869,0.000706408247096113,0.7254646399877412,1.0990120517750366,1.0990120517750372,0.37354741178729534,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,4.0587109349983095,0.5,2.0293554674991547
square,1.0,0.0,0.0,1.0,0.4325,6.428571428571429,TM,5,X,1.1,0.7261710482348374,18.299398922098362,0.000706408247096113,0.032665050694196784,0.7261710482348374,1.099012078204787,1.0990120740361042,0.3728410299699496,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,4.033285940987299,0.5,2.0166429704936495
square,1.0,0.0,0.0,1.0,0.4325,7.214285714285714,TM,4,X,1.1,0.6868100653993017,-17.51928134043151,0.17660461825101215,0.00047183497361913407,0.6868100653993017,1.0952212007488176,1.0952212007488171,0.4084111353495159,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,3.9126448714147135,0.5,1.9563224357073568
square,1.0,0.0,0.0,1.0,0.4325,7.214285714285714,TM,5,X,1.1,0.6872819003729208,17.43072681510499,0.00047183497361913407,0.03612855014861882,0.6872819003729208,1.095221234666043,1.095221234666043,0.40793933429312224,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,3.8944621652930156,0.5,1.9472310826465078
square,1.0,0.0,0.0,1.0,0.4325,8.0,TM,4,X,1.1,0.6537185438472114,-16.756776377762073,0.16743756382395375,0.0002881010114481608,0.6537185438472114,1.0910791641237185,1.0910791641237205,0.43736062027650713,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0,indeterminate,3.78894637663808,0.5,1.89447318831904
