candidate_id,Nx,Ny,dx,dy,eta,nnz,V_min,V_max,V_mean,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig
1737,48,48,1.1082526007615734,1.1082526007615734,0.019198326924800283,11520,-0.07477752016179823,0.03349840219071931,-5.5125657125485205e-17,0.2720777819173168,286.3177151066344,12.958442352006152
