candidate_id,lattice_type,a,r_over_a,eps_bg,band_index,k_label,k0_x,k0_y,omega0,curvature_xx,curvature_xy,curvature_yy,curvature_trace,curvature_det,vg_x,vg_y,vg_norm,k_parab,gap_above,gap_below,gap_min,S_flat,S_gap,S_parab,S_vg,S_contrast,S_total,valid_ea_flag
3296,hex,1.0,0.45,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.729213913055788,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
1016,square,1.0,0.35,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3886136582155418,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
992,square,1.0,0.35,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3886136582155418,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
480,square,1.0,0.25,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3529083766207522,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2784,hex,1.0,0.35,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4670762475555253,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
1784,square,1.0,0.48,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.5191090705179056,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2808,hex,1.0,0.35,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4670762475555253,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
504,square,1.0,0.25,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3529083766207522,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2552,hex,1.0,0.3,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.42159546382419716,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2528,hex,1.0,0.3,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.42159546382419716,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
1760,square,1.0,0.48,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.5191090705179056,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
248,square,1.0,0.2,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3429565886789652,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
224,square,1.0,0.2,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3429565886789652,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2296,hex,1.0,0.25,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.39927238283814126,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
2272,hex,1.0,0.25,9.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.39927238283814126,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.7272727272727273,0.8505057719873673,False
1497,square,1.0,0.45,8.0,1,Γ,0.0,0.0,0.49965359639109097,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.10885955978210715,0.49965359639109097,0.10885955978210715,1.0,0.5212093710035344,0.09428090415820634,1.0,0.6363636363636364,0.8502021916426197,False
1473,square,1.0,0.45,8.0,1,Γ,0.0,0.0,0.49965359639109097,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.10885955978210715,0.49965359639109097,0.10885955978210715,1.0,0.5212093710035344,0.09428090415820634,1.0,0.6363636363636364,0.8502021916426197,False
3033,hex,1.0,0.4,8.0,1,Γ,0.0,0.0,0.584415221042073,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.10701603888234112,0.584415221042073,0.10701603888234112,1.0,0.516945640831068,0.09428090415820634,1.0,0.6363636363636364,0.8493494456081263,False
3009,hex,1.0,0.4,8.0,1,Γ,0.0,0.0,0.584415221042073,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.10701603888234112,0.584415221042073,0.10701603888234112,1.0,0.516945640831068,0.09428090415820634,1.0,0.6363636363636364,0.8493494456081263,False
3001,hex,1.0,0.4,7.0,1,Γ,0.0,0.0,0.6171003168056145,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.11453081046793323,0.6171003168056145,0.11453081046793323,1.0,0.5338664885389626,0.09428090415820634,1.0,0.5454545454545454,0.8481881606042506,False
2977,hex,1.0,0.4,7.0,1,Γ,0.0,0.0,0.6171003168056145,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.11453081046793323,0.6171003168056145,0.11453081046793323,1.0,0.5338664885389626,0.09428090415820634,1.0,0.5454545454545454,0.8481881606042506,False
1404,square,1.0,0.45,5.0,4,Γ,0.0,0.0,0.8248878990722777,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.13630102521668674,0.13529669036924885,0.13529669036924885,1.0,0.5750046469286458,0.09428090415820634,1.0,0.36363636363636365,0.8473248831912783,False
1380,square,1.0,0.45,5.0,4,Γ,0.0,0.0,0.8248878990722777,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.13630102521668674,0.13529669036924885,0.13529669036924885,1.0,0.5750046469286458,0.09428090415820634,1.0,0.36363636363636365,0.8473248831912783,False
3423,hex,1.0,0.48,4.0,7,Γ,0.0,0.0,1.5652650935846208,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.14845543159939423,0.44778734153710165,0.14845543159939423,1.0,0.5975133272142004,0.09428090415820634,1.0,0.2727272727272727,0.8472811647029347,False
3399,hex,1.0,0.48,4.0,7,Γ,0.0,0.0,1.5652650935846208,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.14845543159939423,0.44778734153710165,0.14845543159939423,1.0,0.5975133272142004,0.09428090415820634,1.0,0.2727272727272727,0.8472811647029347,False
1273,square,1.0,0.4,9.0,1,Γ,0.0,0.0,0.42110368727887426,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.09344418997291937,0.42110368727887426,0.09344418997291937,1.0,0.4830550350775632,0.09428090415820634,1.0,0.7272727272727273,0.84711677900288,False
1249,square,1.0,0.4,9.0,1,Γ,0.0,0.0,0.42110368727887426,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.09344418997291937,0.42110368727887426,0.09344418997291937,1.0,0.4830550350775632,0.09428090415820634,1.0,0.7272727272727273,0.84711677900288,False
3544,hex,1.0,0.48,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.8415412996096298,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
3520,hex,1.0,0.48,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.8415412996096298,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1496,square,1.0,0.45,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.49965359639109097,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
3032,hex,1.0,0.4,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.584415221042073,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1472,square,1.0,0.45,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.49965359639109097,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
3008,hex,1.0,0.4,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.584415221042073,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
472,square,1.0,0.25,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3740532370027006,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
960,square,1.0,0.35,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.41140396488760433,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1984,hex,1.0,0.2,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4128718031690182,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2240,hex,1.0,0.25,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4230990632580153,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
704,square,1.0,0.3,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.38932502496774546,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2520,hex,1.0,0.3,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.44615902245899525,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
216,square,1.0,0.2,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.36362433390220467,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2264,hex,1.0,0.25,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4230990632580153,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
192,square,1.0,0.2,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.36362433390220467,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2496,hex,1.0,0.3,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.44615902245899525,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
728,square,1.0,0.3,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.38932502496774546,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1216,square,1.0,0.4,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.44522618565693206,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
448,square,1.0,0.25,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.3740532370027006,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2752,hex,1.0,0.35,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.49300649602455143,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1728,square,1.0,0.48,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.5467193345547848,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2776,hex,1.0,0.35,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.49300649602455143,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
2008,hex,1.0,0.2,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.4128718031690182,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1752,square,1.0,0.48,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.5467193345547848,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
984,square,1.0,0.35,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.41140396488760433,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
3288,hex,1.0,0.45,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.7585545060882908,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
3264,hex,1.0,0.45,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.7585545060882908,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1240,square,1.0,0.4,8.0,0,Γ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.44522618565693206,0.1,0.1,1.0,0.5,0.09428090415820634,1.0,0.6363636363636364,0.8459603174419128,False
1668,square,1.0,0.48,6.0,4,Γ,0.0,0.0,0.8702411253261393,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.11784435220225287,0.160176295008561,0.11784435220225287,1.0,0.5409566555705003,0.09428090415820634,1.0,0.45454545454545453,0.8450607394651036,False
1692,square,1.0,0.48,6.0,4,Γ,0.0,0.0,0.8702411253261393,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.11784435220225287,0.160176295008561,0.11784435220225287,1.0,0.5409566555705003,0.09428090415820634,1.0,0.45454545454545453,0.8450607394651036,False
1721,square,1.0,0.48,7.0,1,Γ,0.0,0.0,0.5791249191360959,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.1063683283608573,0.5791249191360959,0.1063683283608573,1.0,0.5154295196637965,0.09428090415820634,1.0,0.5454545454545454,0.8445007668292175,False
1697,square,1.0,0.48,7.0,1,Γ,0.0,0.0,0.5791249191360959,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.1063683283608573,0.5791249191360959,0.1063683283608573,1.0,0.5154295196637965,0.09428090415820634,1.0,0.5454545454545454,0.8445007668292175,False
2809,hex,1.0,0.35,9.0,1,Γ,0.0,0.0,0.4670762475555253,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.08471094636952498,0.4670762475555253,0.08471094636952498,1.0,0.45861356911709933,0.09428090415820634,1.0,0.7272727272727273,0.8422284858107871,False
2785,hex,1.0,0.35,9.0,1,Γ,0.0,0.0,0.4670762475555253,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.08471094636952498,0.4670762475555253,0.08471094636952498,1.0,0.45861356911709933,0.09428090415820634,1.0,0.7272727272727273,0.8422284858107871,False
1441,square,1.0,0.45,7.0,1,Γ,0.0,0.0,0.5304895263388181,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.1414213562373095,0.10145628548527952,0.5304895263388181,0.10145628548527952,1.0,0.5036143957528343,0.09428090415820634,1.0,0.5454545454545454,0.842137742047025,False
