candidate_id,Ns1,Ns2,ds1,ds2,eta,V_min,V_max,V_mean,V_std,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,M_inv_tilde_min_eig,M_inv_tilde_max_eig,M_inv_tilde_mean_eig,B_moire_det,pipeline_version,matrix_size,estimated_nnz,estimated_density_pct,mass_tensor_symmetric,mass_tensor_symmetry_defect_max,mass_tensor_symmetry_defect_mean,mass_tensor_positive_definite,diag_estimate_min,diag_estimate_max,diag_estimate_std,vg_norm_min,vg_norm_max,vg_norm_mean,vg_tilde_norm_min,vg_tilde_norm_max,vg_tilde_norm_mean
2,128,128,0.0078125,0.0078125,0.019198326924800283,-0.09969445340107708,0.11085270700283767,-2.6020852139652106e-17,0.05512179327672451,0.7708843210501701,147.05868299568763,8.700574718309854,0.0004406773819483,0.06602579420909725,0.0034882333306418076,2349.6537360765337,V2,16384,212992,0.079345703125,True,6.938893903907228e-18,1.4036946397687467e-19,True,-0.06462440067829389,0.9332038126555391,0.10249340908338847,5.500006614505183e-10,1.1683054164990642e-05,9.96962111291782e-07,1.3583124838718462e-11,2.8999419127433007e-07,2.474214006593286e-08
