candidate_id,Ns1,Ns2,ds1,ds2,eta,V_min,V_max,V_mean,V_std,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,M_inv_tilde_min_eig,M_inv_tilde_max_eig,M_inv_tilde_mean_eig,L_env_fractional,L_env_physical,expected_PR_fraction,K_eff,M_inv_tilde_local_eff,is_well_resolved,B_moire_det,pipeline_version,matrix_size,estimated_nnz,estimated_density_pct,mass_tensor_symmetric,mass_tensor_symmetry_defect_max,mass_tensor_symmetry_defect_mean,mass_tensor_positive_definite,diag_estimate_min,diag_estimate_max,diag_estimate_std,vg_norm_min,vg_norm_max,vg_norm_mean,vg_tilde_norm_min,vg_tilde_norm_max,vg_tilde_norm_mean
15,128,128,0.0078125,0.0078125,0.019198326924800283,-0.07344408796091922,0.03177303914096835,-3.664603343001005e-17,0.018556619010520116,0.22554874815883275,165.89222406685317,8.637333027174618,3.3935560243251973e-06,0.0021052589893292622,6.471002081072101e-05,0.7892595651269291,38.25795806462291,0.6229306611443493,70.46695447957804,1.3479129578731267e-05,True,2349.6537360765337,V2,16384,212992,0.079345703125,True,2.710505431213761e-19,3.989352996077557e-21,True,-0.07292428637365221,0.03218054380677254,0.018926873669324017,1.5676095380798463e-08,0.0006523151779663853,3.123381241002901e-05,2.4589471649779334e-10,1.1253422621838213e-05,5.916688149594433e-07
