candidate_id,Ns1,Ns2,ds1,ds2,eta,V_min,V_max,V_mean,V_std,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,M_inv_tilde_min_eig,M_inv_tilde_max_eig,M_inv_tilde_mean_eig,B_moire_det,pipeline_version,matrix_size,estimated_nnz,estimated_density_pct,mass_tensor_symmetric,mass_tensor_symmetry_defect_max,mass_tensor_symmetry_defect_mean,mass_tensor_positive_definite,diag_estimate_min,diag_estimate_max,diag_estimate_std,vg_norm_min,vg_norm_max,vg_norm_mean,vg_tilde_norm_min,vg_tilde_norm_max,vg_tilde_norm_mean
0,128,128,0.0078125,0.0078125,0.019198326924800283,-0.05451959909634663,0.07619557238967456,1.691355389077387e-17,0.027087347050851567,0.4758778410141752,58.33963673138474,3.9084396929059317,0.00017539703535404,0.021502575754544825,0.0014405561173741113,2713.1464340523944,V2,16384,212992,0.079345703125,True,2.6020852139652106e-18,1.4397881082306102e-20,True,-0.03514594757747133,0.29794715316057785,0.03813936571567841,8.22983548311481e-10,0.00011400219313416924,2.892659959540461e-06,1.5799907214215976e-11,2.1886513739340033e-06,5.553423158553733e-08
