lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,1,38,b2/2,1.20710678,0.17168987,min,1.51606790,0.05317850,8.01900010e-07,0.02351240,0.14642281,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,4,0,Γ,0.00000000,0.33863494,min,0.98424422,0.00989819,1.92193795e-09,0.02500424,0.07621190,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,4,19,b1/2,0.50000000,0.38014387,max,-0.19174424,0.00528738,8.79992285e-09,0.05723974,0.02500889,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,4,38,b2/2,1.20710678,0.38014417,max,-0.19175176,-0.00528759,8.80070198e-09,0.05724002,0.02500815,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,4,57,Γ,1.70710678,0.33863494,min,0.98424509,-0.00989833,1.92195735e-09,0.02500424,0.07621190,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,5,19,b1/2,0.50000000,0.40515277,min,0.30352094,-0.01129402,4.19981816e-08,0.02500889,0.05470291,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,5,38,b2/2,1.20710678,0.40515233,min,0.30353175,0.01129423,4.19998485e-08,0.02500815,0.05470326,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,7,0,Γ,0.00000000,0.48761437,max,-0.12056541,-0.00465909,4.67838848e-10,0.05574016,0.00000000,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,12.50000000,TM,7,57,Γ,1.70710678,0.48761434,max,-0.12056746,0.00465790,4.67955358e-10,0.05574013,0.00000000,,,path,bands_r0.265_eps12.50.png
oblique,1.00000000,0.00000000,-0.20837781,1.18176930,0.26500000,16.00000000,TM,0,19,b1/2,0.50000000,0.13104605,max,-1.19996058,0.05781012,8.68913421e-07,0.00000000,0.02120719,,,path,bands_r0.265_eps16.00.png
