i,j,Rx,Ry,delta_x,delta_y
16,12,-9.891026073058246,12.927618097411097,0.16792309322379317,0.9853353171956076
16,16,-13.14636809741101,12.89636809741111,0.23042021365935028,0.7304432501748899
16,20,-16.401710121763774,12.865118097411122,0.2929173340949056,0.47555118315417033
16,24,-19.65705214611654,12.833868097411134,0.3554144545304663,0.22065911613344724
16,28,-22.912394170469305,12.802618097411145,0.41791157496602516,0.9657670491127277
16,32,-26.16773619482207,12.771368097411157,0.4804086954015805,0.7108749820920082
16,36,-29.423078219174833,12.74011809741117,0.5429058158371394,0.4559829150712922
16,40,-32.6784202435276,12.708868097411182,0.6054029362726983,0.2010908480505691
16,44,-35.93376226788036,12.677618097411194,0.6679000567082536,0.9461987810298496
16,48,-39.18910429223313,12.646368097411207,0.7303971771438125,0.6913067140091229
16,52,-42.444446316585896,12.61511809741122,0.7928942975793696,0.4364146469884105
16,56,-45.69978834093866,12.583868097411232,0.8553914180149267,0.18152257996768384
16,60,-48.955130365291424,12.552618097411244,0.9178885384504856,0.9266305129469643
20,0,-0.15624999999993852,16.276710121763823,0.7255396648963988,0.6875143978222114
20,4,-3.4115920243527036,16.245460121763834,0.7880367853319576,0.43262233080149093
20,8,-6.6669340487054685,16.21421012176385,0.8505339057675165,0.17773026378077006
20,12,-9.922276073058233,16.18296012176386,0.9130310262030754,0.9228381967600505
20,16,-13.177618097410997,16.151710121763873,0.9755281466386307,0.6679461297393292
20,20,-16.432960121763763,16.120460121763884,0.03802526707418785,0.4130540627186079
20,24,-19.68830214611653,16.089210121763898,0.10052238750974496,0.15816199569788836
20,28,-22.943644170469295,16.05796012176391,0.16301950794530384,0.9032699286771688
20,32,-26.19898619482206,16.026710121763923,0.22551662838086273,0.6483778616564457
20,36,-29.454328219174823,15.995460121763934,0.2880137488164216,0.39348579463572975
20,40,-32.70967024352758,15.964210121763946,0.3505108692519787,0.13859372761501731
20,44,-35.96501226788035,15.932960121763958,0.41300798968753405,0.8837016605942907
20,48,-39.22035429223312,15.901710121763971,0.47550511012309293,0.6288095935735711
20,52,-42.47569631658588,15.870460121763983,0.53800223055865,0.3739175265528516
20,56,-45.731038340938646,15.839210121763996,0.6004993509942089,0.11902545953212496
20,60,-48.98638036529141,15.807960121764008,0.6629964714297678,0.8641333925114125
24,0,-0.18749999999992623,19.53205214611659,0.4706475978756792,0.6250172773866536
24,4,-3.442842024352691,19.5008021461166,0.5331447183112381,0.3701252103659334
24,8,-6.698184048705456,19.469552146116616,0.5956418387467934,0.11523314334521295
24,12,-9.953526073058221,19.438302146116627,0.6581389591823523,0.8603410763244934
24,16,-13.208868097410985,19.40705214611664,0.7206360796179041,0.6054490093037739
24,20,-16.46421012176375,19.37580214611665,0.7831332000534665,0.3505569422830561
24,24,-19.719552146116516,19.344552146116666,0.8456303204890254,0.09566487526233303
24,28,-22.97489417046928,19.313302146116676,0.9081274409245843,0.8407728082416099
24,32,-26.230236194822044,19.28205214611669,0.9706245613601396,0.5858807412208904
24,36,-29.48557821917481,19.2508021461167,0.03312168179569497,0.33098867420017086
24,40,-32.740920243527576,19.219552146116715,0.0956188022312503,0.07609660717945133
24,44,-35.99626226788034,19.188302146116726,0.15811592266681274,0.8212045401587318
24,48,-39.25160429223311,19.15705214611674,0.22061304310236807,0.5663124731380051
24,52,-42.506946316585875,19.12580214611675,0.28311016353792695,0.3114204061172856
24,56,-45.76228834093864,19.09455214611676,0.3456072839734894,0.05652833909656607
24,60,-49.0176303652914,19.063302146116776,0.40810440440904117,0.8016362720758465
28,0,-0.21874999999991393,22.787394170469355,0.21575553085495613,0.5625201569510958
28,4,-3.4740920243526787,22.756144170469366,0.278252651290515,0.3076280899303758
28,8,-6.729434048705444,22.72489417046938,0.3407497717260739,0.052736022909654956
28,12,-9.98477607305821,22.69364417046939,0.4032468921616328,0.7978439558889345
28,16,-13.240118097410974,22.662394170469405,0.4657440125971881,0.542951888868215
28,20,-16.495460121763738,22.631144170469415,0.528241133032747,0.2880598218474937
28,24,-19.750802146116506,22.59989417046943,0.5907382534683023,0.03316775482677414
28,28,-23.00614417046927,22.56864417046944,0.6532353739038612,0.778275687806051
28,32,-26.261486194822034,22.537394170469454,0.7157324943394201,0.5233836207853351
28,36,-29.516828219174798,22.506144170469465,0.778229614774979,0.26849155376461553
28,40,-32.77217024352756,22.47489417046948,0.8407267352105343,0.013599486743892442
28,44,-36.027512267880326,22.44364417046949,0.9032238556460932,0.7587074197231729
28,48,-39.2828542922331,22.412394170469504,0.9657209760816485,0.5038153527024534
28,52,-42.53819631658586,22.381144170469515,0.028218096517207414,0.24892328568173383
28,56,-45.793538340938625,22.349894170469526,0.09071521695276985,0.9940312186610072
28,60,-49.04888036529139,22.31864417046954,0.15321233738832163,0.7391391516402948
32,0,-0.24999999999990163,26.04273619482212,0.9608634638342402,0.5000230365155381
32,4,-3.5053420243526663,26.01148619482213,0.023360584269799034,0.24513096949481827
32,8,-6.760684048705431,25.980236194822144,0.08585770470535437,0.9902389024740987
32,12,-10.016026073058198,25.948986194822155,0.14835482514091325,0.7353468354533756
32,16,-13.271368097410962,25.91773619482217,0.21085194557646858,0.4804547684326561
32,20,-16.526710121763724,25.88648619482218,0.27334906601202746,0.2255627014119419
32,24,-19.78205214611649,25.855236194822194,0.33584618644758635,0.9706706343912153
32,28,-23.037394170469256,25.823986194822204,0.39834330688314523,0.7157785673704957
32,32,-26.29273619482202,25.79273619482222,0.46084042731870056,0.46088650034977974
32,36,-29.548078219174783,25.76148619482223,0.5233375477542594,0.2059944333290602
32,40,-32.80342024352755,25.730236194822243,0.5858346681898112,0.9511023663083407
32,44,-36.05876226788031,25.698986194822254,0.6483317886253737,0.6962102992876211
32,48,-39.31410429223308,25.667736194822268,0.7108289090609325,0.4413182322668945
32,52,-42.56944631658585,25.63648619482228,0.7733260294964914,0.18642616524617495
32,56,-45.82478834093861,25.60523619482229,0.8358231499320503,0.9315340982254554
32,60,-49.080130365291375,25.573986194822304,0.8983202703676056,0.6766420312047359
36,0,-0.2812499999998893,29.298078219174883,0.7059713968135206,0.4375259160799805
36,4,-3.5365920243526543,29.266828219174894,0.768468517249083,0.18263384905926028
36,8,-6.791934048705419,29.235578219174908,0.8309656376846348,0.9277417820385407
36,12,-10.047276073058185,29.20432821917492,0.8934627581201973,0.6728497150178185
36,16,-13.30261809741095,29.173078219174933,0.9559598785557455,0.417957647997099
36,20,-16.557960121763713,29.141828219174943,0.018456998991307927,0.16306558097637947
36,24,-19.81330214611648,29.110578219174958,0.08095411942687036,0.9081735139556564
36,28,-23.068644170469245,29.07932821917497,0.1434512398624257,0.6532814469349368
36,32,-26.32398619482201,29.048078219174982,0.20594836029798103,0.3983893799142173
36,36,-29.579328219174773,29.016828219174993,0.2684454807335399,0.14349731289349776
36,40,-32.83467024352753,28.985578219175007,0.33094260116909524,0.8886052458727889
36,44,-36.0900122678803,28.954328219175018,0.39343972160465057,0.6337131788520622
36,48,-39.34535429223307,28.923078219175032,0.455936842040213,0.3788211118313356
36,52,-42.60069631658583,28.891828219175043,0.5184339624757683,0.12392904481062317
36,56,-45.856038340938596,28.860578219175054,0.5809310829113237,0.8690369777898965
36,60,-49.11138036529136,28.829328219175068,0.6434282033468861,0.614144910769177
40,0,-0.31249999999987704,32.55342024352765,0.4510793297927975,0.3750287956444227
40,4,-3.567842024352642,32.52217024352766,0.5135764502283564,0.12013672862370273
40,8,-6.823184048705407,32.49092024352767,0.5760735706639153,0.8652446616029819
40,12,-10.078526073058173,32.45967024352768,0.6385706910994742,0.6103525945822614
40,16,-13.333868097410937,32.4284202435277,0.7010678115350331,0.3554605275615401
40,20,-16.5892101217637,32.39717024352771,0.7635649319705848,0.10056846054082413
40,24,-19.844552146116467,32.36592024352772,0.8260620524061508,0.845676393520101
40,28,-23.09989417046923,32.33467024352773,0.8885591728417026,0.5907843264993815
40,32,-26.355236194821995,32.303420243527746,0.9510562932772615,0.3358922594786584
40,36,-29.61057821917476,32.27217024352776,0.013553413712820372,0.08100019245794243
40,40,-32.865920243527526,32.24092024352777,0.0760505341483757,0.8261081254372158
40,44,-36.12126226788029,32.20967024352778,0.13854765458393814,0.5712160584165034
40,48,-39.37660429223306,32.178420243527796,0.20104477501948992,0.3163239913957767
40,52,-42.631946316585825,32.1471702435278,0.2635418954550559,0.06143192437505007
40,56,-45.88728834093859,32.11592024352782,0.3260390158906077,0.8065398573543376
40,60,-49.14263036529135,32.08467024352783,0.388536136326163,0.5516477903336181
44,0,-0.3437499999998648,35.80876226788041,0.1961872627720851,0.31253167520886493
44,4,-3.59909202435263,35.777512267880425,0.25868438320763687,0.05763960818814429
44,8,-6.854434048705395,35.74626226788043,0.32118150364320286,0.8027475411674247
44,12,-10.10977607305816,35.71501226788045,0.38367862407875464,0.5478554741467043
44,16,-13.365118097410924,35.68376226788046,0.4461757445143135,0.2929634071259848
44,20,-16.62046012176369,35.652512267880475,0.5086728649498653,0.0380713401052617
44,24,-19.875802146116456,35.62126226788048,0.5711699853854313,0.7831792730845422
44,28,-23.13114417046922,35.590012267880496,0.6336671058209902,0.5282872060638226
44,32,-26.386486194821984,35.55876226788051,0.696164226256542,0.2733951390431031
44,36,-29.641828219174748,35.527512267880525,0.7586613466920937,0.0185030720223871
44,40,-32.89717024352751,35.49626226788053,0.8211584671276597,0.763611005001664
44,44,-36.152512267880276,35.465012267880546,0.8836555875632115,0.5087189379809445
44,48,-39.40785429223305,35.43376226788056,0.9461527079987775,0.25382687096021783
44,52,-42.66319631658581,35.40251226788057,0.00864982843433637,0.9989348039395054
44,56,-45.918538340938575,35.37126226788058,0.07114694886989525,0.7440427369187788
44,60,-49.17388036529134,35.340012267880596,0.13364406930544703,0.4891506698980592
48,0,-0.37499999999985245,39.06410429223318,0.9412951957513584,0.25003455477330727
48,4,-3.6303420243526174,39.032854292233196,0.003792316186903122,0.9951424877525872
48,8,-6.885684048705382,39.0016042922332,0.06628943662247622,0.7402504207318668
48,12,-10.141026073058148,38.97035429223322,0.128786557058028,0.48535835371114544
48,16,-13.396368097410912,38.93910429223323,0.19128367749358688,0.2304662866904259
48,20,-16.651710121763674,38.907854292233246,0.25378079792914576,0.9755742196697099
48,24,-19.907052146116442,38.87660429223325,0.31627791836470465,0.7206821526489868
48,28,-23.162394170469206,38.84535429223327,0.37877503880026353,0.4657900856282673
48,32,-26.41773619482197,38.81410429223328,0.4412721592358082,0.21089801860754775
48,36,-29.673078219174734,38.782854292233296,0.5037692796713742,0.9560059515868282
48,40,-32.9284202435275,38.7516042922333,0.5662664001069331,0.7011138845661122
48,44,-36.18376226788026,38.72035429223332,0.628763520542492,0.4462218175453856
48,48,-39.43910429223303,38.68910429223333,0.6912606409780508,0.19132975052466605
48,52,-42.6944463165858,38.65785429223334,0.7537577614136026,0.9364376835039465
48,56,-45.94978834093856,38.62660429223335,0.8162548818491686,0.6815456164832199
48,60,-49.205130365291325,38.59535429223337,0.8787520022847204,0.42665354946250744
52,0,-0.40624999999984013,42.319446316585946,0.6864031287306389,0.1875374343377495
52,4,-3.661592024352605,42.28819631658596,0.7489002491661907,0.9326453673170292
52,8,-6.91693404870537,42.25694631658597,0.8113973696017496,0.6777533002963088
52,12,-10.172276073058136,42.22569631658598,0.8738944900373156,0.42286123327558833
52,16,-13.4276180974109,42.194446316585996,0.9363916104728602,0.1679691662548688
52,20,-16.682960121763664,42.16319631658601,0.9988887309084262,0.913077099234151
52,24,-19.93830214611643,42.13194631658602,0.061385851343978004,0.658185032213428
52,28,-23.193644170469195,42.10069631658603,0.12388297177953689,0.40329296519270486
52,32,-26.44898619482196,42.069446316586045,0.18638009221509577,0.14840089817198532
52,36,-29.704328219174723,42.03819631658606,0.24887721265064755,0.8935088311512693
52,40,-32.95967024352748,42.00694631658607,0.31137433308622064,0.6386167641305533
52,44,-36.215012267880255,41.97569631658608,0.3738714535217653,0.3837246971098267
52,48,-39.470354292233026,41.944446316586095,0.4363685739573242,0.12883263008910006
52,52,-42.72569631658578,41.9131963165861,0.4988656943928902,0.8739405630683876
52,56,-45.981038340938554,41.88194631658612,0.561362814828442,0.619048496047661
52,60,-49.23638036529131,41.85069631658613,0.6238599352640009,0.36415642902694856
56,0,-0.43749999999982786,45.57478834093871,0.43151106170991227,0.12504031390219172
56,4,-3.6928420243525926,45.543538340938724,0.49400818214547115,0.8701482468814712
56,8,-6.948184048705357,45.51228834093873,0.55650530258103,0.6152561798607517
56,12,-10.203526073058123,45.481038340938746,0.6190024230165889,0.3603641128400312
56,16,-13.458868097410887,45.44978834093876,0.6814995434521478,0.10547204581930991
56,20,-16.714210121763653,45.418538340938774,0.7439966638876996,0.8505799787985886
56,24,-19.96955214611642,45.38728834093878,0.8064937843232656,0.5956879117778691
56,28,-23.224894170469184,45.356038340938795,0.8689909047588174,0.34079584475714597
56,32,-26.48023619482195,45.32478834093881,0.9314880251943762,0.08590377773642999
56,36,-29.735578219174712,45.293538340938824,0.993985145629928,0.8310117107157104
56,40,-32.990920243527476,45.26228834093883,0.056482266065494,0.5761196436949874
56,44,-36.24626226788024,45.231038340938845,0.11897938650105289,0.3212275766742678
56,48,-39.50160429223301,45.19978834093886,0.18147650693660466,0.06633550965354829
56,52,-42.756946316585775,45.168538340938866,0.24397362737217065,0.8114434426328287
56,56,-46.01228834093854,45.13728834093888,0.30647074780772243,0.5565513756121021
56,60,-49.2676303652913,45.106038340938895,0.3689678682432813,0.3016593085913897
60,0,-0.4687499999998156,48.830130365291474,0.17661899468919984,0.06254319346663406
60,4,-3.7240920243525806,48.79888036529149,0.23911611512475162,0.8076511264459141
60,8,-6.979434048705345,48.767630365291495,0.3016132355603176,0.5527590594251937
60,12,-10.23477607305811,48.73638036529151,0.3641103559958694,0.29786699240447234
60,16,-13.490118097410875,48.705130365291524,0.42660747643142827,0.042974925383752804
60,20,-16.74546012176364,48.67388036529154,0.48910459686698005,0.7880828583630368
60,24,-20.000802146116406,48.642630365291545,0.551601717302546,0.5331907913423137
60,28,-23.25614417046917,48.61138036529156,0.6140988377381049,0.27829872432159064
60,32,-26.511486194821934,48.58013036529157,0.6765959581736567,0.023406657300874656
60,36,-29.7668282191747,48.54888036529159,0.7390930786092156,0.7685145902801551
60,40,-33.02217024352746,48.517630365291595,0.8015901990447745,0.5136225232594285
60,44,-36.277512267880226,48.48638036529161,0.8640873194803333,0.25873045623871604
60,48,-39.532854292233,48.45513036529162,0.9265844399158851,0.003838389217989402
60,52,-42.78819631658576,48.42388036529163,0.9890815603514511,0.7489463221972699
60,56,-46.043538340938525,48.392630365291645,0.051578680787002895,0.4940542551765503
60,60,-49.29888036529129,48.36138036529166,0.11407580122256178,0.2391621881558308
