lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,1,19,X,0.50000000,0.14983435,min,1.14796207,-0.06664417,3.24276922e-07,0.02095196,0.13468676,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,3,38,M,1.00000000,0.25105673,min,0.67745286,-0.00007279,2.65676568e-09,0.06476097,0.14514517,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,4,0,Γ,0.00000000,0.30172092,min,0.81990817,0.00404643,3.57497578e-10,0.03379589,0.07038689,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,4,19,X,0.50000000,0.32161401,max,-0.35881523,-0.05530067,3.77378519e-07,0.03323593,0.03025000,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,4,57,Γ,1.70710678,0.30172092,min,0.58559593,-0.01609380,8.64748800e-09,0.03379590,0.07038689,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,5,0,Γ,0.00000000,0.37210781,max,-0.79293224,-0.01539133,3.85436753e-09,0.07038689,0.02325396,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,5,19,X,0.50000000,0.35186401,min,0.50309268,0.03692185,1.64513082e-07,0.03025000,0.04986974,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,5,57,Γ,1.70710678,0.37210781,max,-0.71728240,0.02405974,1.62997813e-08,0.07038689,0.02325395,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.26500000,16.00000000,TM,6,19,X,0.50000000,0.40173375,max,-0.67637968,0.05367083,2.11819799e-07,0.04986974,0.07670277,,,path,bands_r0.265_eps16.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,2.00000000,TM,0,38,M,1.00000000,0.50935892,max,-3.92833215,-0.01471099,2.94538285e-06,0.00000000,0.03467495,,,path,bands_r0.357_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,2.00000000,TM,3,38,M,1.00000000,0.65796397,min,2.90657574,0.00013935,1.99948366e-07,0.11392987,0.47714554,,,path,bands_r0.357_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,2.00000000,TM,4,38,M,1.00000000,1.13510951,max,-4.02665648,0.04392310,8.18953810e-06,0.47714554,0.02402324,,,path,bands_r0.357_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,2.00000000,TM,7,57,Γ,1.70710678,1.15988192,min,0.33982801,-0.00003899,7.22367341e-14,0.02839465,0.00000000,,,path,bands_r0.357_eps2.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,0,38,M,1.00000000,0.31051859,max,-1.90175553,-0.00376583,2.86007066e-07,0.00000000,0.03540281,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,1,0,Γ,0.00000000,0.46421693,max,-2.04791454,-0.03666536,2.06521646e-08,0.46421693,0.02815572,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,3,38,M,1.00000000,0.51659798,min,1.08564440,-0.00038573,4.14247687e-09,0.17067633,0.17322611,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,4,0,Γ,0.00000000,0.54215559,min,1.72470593,0.01458137,4.22459196e-09,0.04978276,0.16824566,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,4,38,M,1.00000000,0.68982409,max,-2.15078838,0.01934651,1.67577953e-06,0.17322611,0.02099613,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,4,57,Γ,1.70710678,0.54215559,min,1.17617423,-0.04273702,5.23307577e-08,0.04978276,0.16824566,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,5,0,Γ,0.00000000,0.71040126,max,-0.84319772,-0.00531201,5.84284342e-10,0.16824566,0.07872808,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,5,57,Γ,1.70710678,0.71040125,max,-0.97297977,0.00127169,1.09536193e-10,0.16824566,0.07872808,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,6,19,X,0.50000000,0.72116125,max,-0.13836857,0.01508332,2.99645396e-08,0.04089184,0.03562714,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,5.50000000,TM,7,38,M,1.00000000,0.75051673,min,1.25223035,-0.01127408,2.47526435e-07,0.03969563,0.00000000,,,path,bands_r0.357_eps5.50.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,9.00000000,TM,0,38,M,1.00000000,0.24330873,max,-1.41766958,-0.00248437,1.33211308e-07,0.00000000,0.03022727,,,path,bands_r0.357_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,9.00000000,TM,1,0,Γ,0.00000000,0.36527598,max,-1.54718581,-0.02652583,1.09321550e-08,0.36527598,0.02273561,,,path,bands_r0.357_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,9.00000000,TM,1,19,X,0.50000000,0.22891157,min,1.35108124,-0.07144637,4.86331764e-07,0.04635429,0.17061319,,,path,bands_r0.357_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,9.00000000,TM,1,57,Γ,1.70710678,0.36527597,max,-0.79371726,0.06100422,6.94049753e-08,0.36527597,0.02273562,,,path,bands_r0.357_eps9.00.png
rectangular,1.00000000,0.00000000,0.00000000,1.50000000,0.35750000,9.00000000,TM,3,38,M,1.00000000,0.43062305,min,0.73560016,-0.00026127,1.47698117e-09,0.15708685,0.10947957,,,path,bands_r0.357_eps9.00.png
