candidate_id,lattice_type,a,r_over_a,eps_bg,band_index,k_label,k0_x,k0_y,omega0,curvature_xx,curvature_xy,curvature_yy,curvature_trace,curvature_det,vg_x,vg_y,vg_norm,k_parab,gap_above,gap_below,gap_min,S_flat,S_gap,S_parab,S_vg,S_total,valid_ea_flag,candidate_source,optimization_k_label,optimization_strategy,optimization_lattice
909,square,1.0,0.35,6.0,5,X,0.5,0.0,0.6980334747950147,3.7540511027632593,0.0,3.7540511027632593,7.5081022055265185,14.092899682158043,0.032971454223162944,0.032971454223162985,0.046628677733560726,0.0729902595037884,0.03766577593021381,0.07518908331573393,0.03766577593021381,1.0,0.27360304822098647,1.0,0.17255777849214204,2.1515679045932665,False,grid,,,
1761,hex,1.0,0.3,9.0,1,Γ,0.0,0.0,0.42159546406641235,1.3539350086504016,0.0,1.3539350086504016,2.7078700173008032,1.833140007649163,-0.007372853257208162,0.014745706514416312,0.01648620107124818,0.12153912037586369,0.05583506636469049,0.42159546406641235,0.05583506636469049,1.0,0.3582959064811727,1.0,0.2577498135870146,2.1508191393412375,False,grid,,,
1785,hex,1.0,0.3,9.0,1,Γ,0.0,0.0,0.42159546406641235,1.3539350086504016,0.0,1.3539350086504016,2.7078700173008032,1.833140007649163,-0.007372853257208162,0.014745706514416312,0.01648620107124818,0.12153912037586369,0.05583506636469049,0.42159546406641235,0.05583506636469049,1.0,0.3582959064811727,1.0,0.2577498135870146,2.1508191393412375,False,grid,,,
343,square,1.0,0.25,4.0,7,M,0.5,0.5,0.8548911450692127,3.496062975505474,0.0,3.496062975505474,6.992125951010948,12.222456328700188,-0.039032751600784864,-8.667011908333151e-17,0.039032751600784864,0.07563544637216997,0.05323440967295534,0.03854497346983099,0.03854497346983099,1.0,0.27821271681303106,1.0,0.17770006473106412,2.1507689781229504,False,grid,,,
1195,hex,1.0,0.2,7.0,3,M,0.5,0.0,0.4391060099091139,2.6390553708972653,0.0,2.6390553708972653,5.2781107417945305,6.964613250661702,0.026898945616719013,0.02689894561671911,0.038040853704700416,0.08705440401591753,0.16308920082917805,0.0427952670504298,0.0427952670504298,1.0,0.2996966771686918,1.0,0.19918436518659818,2.1507684679731405,False,grid,,,
1714,hex,1.0,0.3,7.0,2,K,0.3333333333333333,0.3333333333333333,0.4643710145885092,1.4741409506555534,0.0,1.4741409506555534,2.948281901311107,2.173091542399659,-0.13828556414386506,0.0,0.13828556414386506,0.11647842577454234,0.05375137926937196,0.0756377418329709,0.05375137926937196,1.0,0.3495993305868151,1.0,0.24969734791301693,2.149852974010697,False,grid,,,
1807,hex,1.0,0.35,2.0,7,M,0.5,0.0,1.2620926801825163,35.850980053779146,0.0,35.850980053779146,71.70196010755829,1285.2927708164702,-0.10483090814560335,-0.10483090814560372,0.1482532920554007,0.02361916182023323,0.1565479724483898,0.019462440746228715,0.019462440746228715,1.0,0.16291681824559676,1.0,0.06321721216107644,2.1495494091267804,False,grid,,,
564,square,1.0,0.3,3.0,4,M,0.5,0.5,0.9391782524817485,9.337193727132377,0.0,9.337193727132377,18.674387454264753,87.1831866980002,0.09822334131275304,2.1809963016206736e-16,0.09822334131275304,0.0462814346622342,0.027557096714692753,0.4306905099285082,0.027557096714692753,1.0,0.2160373466035353,1.0,0.11678930834012356,2.1488720573951174,False,grid,,,
1515,hex,1.0,0.25,9.0,3,M,0.5,0.0,0.4205662152872611,1.7500766400575973,0.0,1.7500766400575973,3.5001532801151947,3.062768246075289,0.017778300465569052,0.01777830046556912,0.02514231363435171,0.10690215593705871,0.12927705767442943,0.049959794615208386,0.049959794615208386,1.0,0.333154594825923,1.0,0.23397166012012688,2.148774402058694,False,grid,,,
1433,hex,1.0,0.25,6.0,1,Γ,0.0,0.0,0.48725414800769384,3.5936527535475746,0.0,3.5936527535475746,7.187305507095149,12.914340113080065,-0.01926978412264237,0.03853956824528471,0.04308854720997446,0.07460139401852847,0.037756709893166596,0.48725414800769384,0.037756709893166596,1.0,0.2740825468497888,1.0,0.17569747784500458,2.1475776035071763,False,grid,,,
1409,hex,1.0,0.25,6.0,1,Γ,0.0,0.0,0.48725414800769384,3.5936527535475746,0.0,3.5936527535475746,7.187305507095149,12.914340113080065,-0.01926978412264237,0.03853956824528471,0.04308854720997446,0.07460139401852847,0.037756709893166596,0.48725414800769384,0.037756709893166596,1.0,0.2740825468497888,1.0,0.17569747784500458,2.1475776035071763,False,grid,,,
