candidate_id,Nx,Ny,dx,dy,eta,nnz,V_min,V_max,V_mean,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,vg_norm_min,vg_norm_max,vg_norm_mean
1737,64,64,0.8267916227903801,0.8267916227903801,0.019198326924800283,53248,-0.07545439115785896,0.03374282374218046,-4.423544863740858e-17,0.2716130557811026,344.77942511109455,13.517266709110299,1.7518453756606504e-06,0.006817260719498153,0.0002724916718200317
