candidate_id,lattice_type,a,r_over_a,eps_bg,band_index,k_label,k0_x,k0_y,omega0,theta_deg,G_magnitude,moire_length,S_total
0,hex,1.0,0.3,8.0,1,M,0.5,0.0,0.32111473399829,1.1,0.0696438263411268,52.087872235793945,0.5
