candidate_id,Nx,Ny,dx,dy,eta,nnz,V_min,V_max,V_mean,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig,vg_norm_min,vg_norm_max,vg_norm_mean
1737,64,64,0.8267916227903801,0.8267916227903801,0.019198326924800283,53248,-0.07419547626225376,0.03398738343026125,3.903127820947816e-18,0.10898798037608315,361.1207013396414,13.358896325763899,1.5413184047913772e-06,0.004653867189657766,0.00017845820097752232
