candidate_id,Nx,Ny,dx,dy,eta,nnz,V_min,V_max,V_mean,M_inv_min_eig,M_inv_max_eig,M_inv_mean_eig
3527,48,48,1.1082526007615734,1.1082526007615734,0.019198326924800283,11520,-0.49218450206724507,0.15505153595670929,-1.1102230246251565e-16,0.0009999999999990017,72.46314499804251,0.16257945105645738
