pos_x,pos_y,blaze_omega,blaze_vg_x,blaze_vg_y,blaze_d2_xx,blaze_d2_yy,blaze_d2_xy,blaze_k0_omega,blaze_k1_omega,blaze_k2_omega,blaze_k3_omega,blaze_k4_omega,blaze_k5_omega,blaze_k6_omega,blaze_k7_omega,blaze_k8_omega,mpb_omega,mpb_vg_x,mpb_vg_y,mpb_d2_xx,mpb_d2_yy,mpb_d2_xy,diff_omega,diff_vg_x,diff_vg_y,diff_d2_xx,diff_d2_yy,diff_d2_xy,rel_err_omega
0.1,0.1,0.6699164188965951,0.3571704683925758,0.3571703485852118,-90.82835331844396,-90.82872653357387,36.41248349014581,0.6699164188965951,0.6705669168220775,0.6669952121381517,0.6705669115578515,0.6669952080719994,0.6717699111158925,0.6699492715915697,0.6699492694904998,0.6717698783151916,0.6709196603417712,1.9003445705934041e-06,1.8853908101412742e-06,41.57650901193577,41.57759695725627,31.516148423499367,-0.0010032414451760507,0.35716856804800523,0.35716846319440165,-132.40486233037973,-132.40632349083015,4.896335066646444,0.0014953227703373493
0.17500000000000002,0.1,0.6654536147149824,4.1526947436310024e-07,2.740052629235379e-08,10.719906846028415,30.430703778803192,11.022356973453551,0.6654536147149824,0.6655876156269052,0.6655876114742104,0.6658339986492201,0.6658339983752148,0.666232306985399,0.6656811862749978,0.6656811870720329,0.6662323020589771,0.6656314014739585,2.593226855474029e-07,4.0430141456937463e-07,12.345005142813115,34.812354135800305,13.33080817484511,-0.00017778675897606178,1.5594678881569735e-07,-3.7690088827702084e-07,-1.6250982967846994,-4.381650356997113,-2.3084512013915592,0.00026709490955861603
0.25,0.1,0.6644283106416876,5.103280464879845e-07,6.005550723386932e-07,4.350665601160486,19.29677723579104,2.5564041448133956,0.6644283106416876,0.6644826965133424,0.6644826914100619,0.6646695233599104,0.6646695173543596,0.6647873963484316,0.664659573190807,0.6646595730916437,0.6647873903485004,0.6645880347023242,1.1810986633165044e-07,2.7667502733308424e-07,4.360122164634994,19.660955938749503,2.6153247258453582,-0.00015972406063657907,3.9221818015633403e-07,3.2388004500560896e-07,-0.009456563474508073,-0.364178702958462,-0.05892058103196263,0.0002403354443600856
0.32500000000000007,0.1,0.664298528121886,-8.191985867433971e-07,6.317250944576358e-07,3.3087852144264573,18.60879215659139,0.9567959363843137,0.664298528121886,0.6643398838410733,0.6643398920330592,0.6645311411824688,0.6645311348652179,0.6645962931982746,0.6645484483710772,0.664548449785024,0.664596284551465,0.6643546542012848,1.2102784330281224e-07,2.4825356215174565e-07,3.3083856759530406,18.593924874905632,0.9554426625024703,-5.612607939886605e-05,-9.402264300462093e-07,3.8347153230589015e-07,0.00039953847341678284,0.014867281685759792,0.0013532738818433643,8.448210461676254e-05
0.4,0.1,0.6654314499622542,-5.368625655144399e-07,6.874367963760619e-07,3.0067643147235756,18.72088475737499,0.32529668376968246,0.6654314499622542,0.6654690318318754,0.6654690372005011,0.6656654644589054,0.6656654575845374,0.665711105639881,0.6656948339915176,0.6656948355468302,0.6657110935668438,0.6654448562587576,1.2091669887581702e-07,1.0260704508269214e-07,3.0066957322461008,19.03298448656887,0.33293229296682547,-1.3406296503370996e-05,-6.577792643902569e-07,5.848297512933698e-07,6.858247747487667e-05,-0.31209972919388207,-0.007635609197143012,2.0146367316960627e-05
0.1,0.17500000000000002,0.6654536196288662,-1.1167878843920676e-06,2.556413303267391e-07,30.430647980974612,10.71945621461623,11.022335241624992,0.6654536196288662,0.6658339971446889,0.6658340083125678,0.6655876141097555,0.6655876115533422,0.6662323065121017,0.6656811869629582,0.6656811878937806,0.6662323018687996,0.6656313189885937,4.647675022617648e-07,2.6095585692331724e-07,34.810712542223676,12.344332139031522,13.329949291671639,-0.00017769935972755668,-1.5815553866538323e-06,-5.314526596578162e-09,-4.380064561249064,-1.6248759244152922,-2.307614050046647,0.0002669636398683364
0.17500000000000002,0.17500000000000002,0.6672544799897633,3.470276066508404e-07,-1.8374857191361116e-08,11.111242681476341,11.111109767893979,5.731453989741286,0.6672544799897633,0.6673933722584198,0.6673933687881437,0.6673933687699877,0.6673933689537362,0.6676739705771593,0.6673874001056196,0.6673873999399886,0.6676739748674231,0.6672045604786704,-1.8757773112554332e-07,-1.1847040015666721e-07,11.580571360010339,11.580496149092845,6.17265170943182,4.9919511092899604e-05,5.346053377763837e-07,1.000955429653061e-07,-0.46932867853399785,-0.46938638119886633,-0.4411977196905337,7.481889970459136e-05
0.25,0.17500000000000002,0.6676787263509458,3.439432738616688e-07,6.677619568407067e-08,4.993091541942718,9.61655459528199,1.8994432103469627,0.6676787263509458,0.6677411417149365,0.6677411382755037,0.6677989336172678,0.6677989329495059,0.6679086673840611,0.6678136939320528,0.6678136962351878,0.6679086671042143,0.6676469210355834,8.136942231118383e-08,2.4091939554438113e-08,5.001476835957419,9.701415221301524,1.9260242217311596,3.180531536239872e-05,2.6257385155048496e-07,4.268425612963256e-08,-0.008385294014701117,-0.08486062601953392,-0.026581011384196884,4.7637927114328144e-05
0.32500000000000007,0.17500000000000002,0.6677078943990705,-3.838264150957116e-08,-3.0919925783889135,3.5003511660969266,-1227.3970123370102,0.6716926885141916,0.6677078943990705,0.6677516485967335,0.6677516489805599,0.6369054688529133,0.6678253946368025,0.6678857845578784,0.6678522732431804,0.6678521199491815,0.6678857779033349,0.6674971754015606,7.265159585045922e-08,4.07154088222228e-08,3.5017044317875445,9.492241975648241,0.682958751773155,0.00021071899750990664,-1.1103423736003037e-07,-3.0919926191043223,-0.0013532656906178886,-1236.8892543126585,-0.011266063258963399,0.00031568522725678935
0.4,0.17500000000000002,0.6683873275535155,3.1108655651479467e-07,6.434666688370783e-07,3.064810735633472,9.56090313112501,0.21051652358661244,0.6683873275535155,0.6684256392431437,0.6684256361322781,0.6685068420599879,0.6685068356253212,0.6685503692165408,0.6685398441971119,0.6685398385515403,0.6685503651844701,0.66845482275346,1.6139600766962303e-07,1.096748247775281e-08,3.0648263536381393,9.662005173285415,0.2156160409882979,-6.74951999445339e-05,1.4969054884517163e-07,6.324991863593254e-07,-1.561800466731711e-05,-0.10110204216040586,-0.0050995174016854605,0.00010097196945413846
0.1,0.25,0.6644283100925091,3.882964505486086e-07,-1.45613401336675e-06,19.29665739338393,4.351569115277343,2.5563920587001743,0.6644283100925091,0.6646695202514087,0.6646695163684442,0.66448269742578,0.6644827119871202,0.6647873957087137,0.6646595732688618,0.6646595718978201,0.6647873886638382,0.6645879624043373,2.5981811146991163e-07,1.992484288670937e-07,19.660716461111782,4.3601221485678465,2.6153323308852894,-0.000159652311828129,1.28478339078697e-07,-1.6553824422338437e-06,-0.364059067727851,-0.00855303329050372,-0.058940272185115106,0.00024022751066772417
