pos_x,pos_y,blaze_omega,blaze_vg_x,blaze_vg_y,blaze_d2_xx,blaze_d2_yy,blaze_d2_xy,blaze_k0_omega,blaze_k1_omega,blaze_k2_omega,blaze_k3_omega,blaze_k4_omega,blaze_k5_omega,blaze_k6_omega,blaze_k7_omega,blaze_k8_omega,mpb_omega,mpb_vg_x,mpb_vg_y,mpb_d2_xx,mpb_d2_yy,mpb_d2_xy,diff_omega,diff_vg_x,diff_vg_y,diff_d2_xx,diff_d2_yy,diff_d2_xy,rel_err_omega
0.17500000000000002,0.25,0.667678726180808,-1.872848542916472e-08,1.802408999829197e-07,9.616520304440712,4.99304708263093,1.8995614814520945,0.667678726180808,0.6677989325909711,0.667798932778256,0.6677411401705454,0.6677411383681364,0.667908667131918,0.6678136929131474,0.6678136839996114,0.667908665928986,0.6676475902174498,4.1749448342898177e-08,9.899956410208688e-08,9.701359115430463,5.001478187391939,1.9259963500839472,3.113596335824198e-05,-6.04779337720629e-08,8.124133588083282e-08,-0.08483881098975132,-0.008431104761008612,-0.026434868631852737,4.663532650226617e-05
0.25,0.25,0.6680890653253683,5.0775306181805036e-08,3.9937586571170414e-08,5.334324391559342,5.334012543123379,0.9484767504763791,0.6680890653253683,0.6681557446341393,0.6681557441263862,0.6681557406818452,0.6681557402824694,0.6682460723365946,0.6681986477492011,0.6681986474632455,0.6682460705508997,0.6686359249767133,-4.371922823764862e-08,5.68100011477668e-08,5.390001638181374,5.389938306263886,0.9910310427230229,-0.0005468596513450441,9.449453441945366e-08,-1.6872414576596384e-08,-0.05567724662203233,-0.055925763140507456,-0.042554292246643755,0.0008178735705295668
0.32500000000000007,0.25,0.6673599737686092,2.0145539680882507e-07,-2.3281339078806695e-07,3.6519108157451186,5.595709727632681,0.33098375104789746,0.6673599737686092,0.667405623661083,0.6674056216465291,0.6674299189761377,0.6674299213042716,0.6674838164107819,0.6674672675820253,0.6674672627292367,0.667483812275585,0.6674098555261702,8.417752050959848e-08,3.165306905472676e-08,3.6535137478077573,5.639982996314963,0.3398945127097708,-4.988175756093227e-05,1.1727787629922659e-07,-2.644664598427937e-07,-0.001602932062638729,-0.04427326868228221,-0.008910761661873323,7.473931819842048e-05
0.4,0.25,0.6664124258306967,9.387013499839725e-07,-9.267765554987761e-07,3.092366186883133,5.8465706669919015,0.08092455214825378,0.6664124258306967,0.6664510851015395,0.666451075714526,0.6664855033301513,0.6664855125979169,0.6665263316563729,0.666522293492239,0.6665222885748564,0.6665263428659374,0.6664487288550811,1.9071964008077202e-07,1.2614654876230702e-07,3.106752668253776,5.8797518734765575,0.08233371424526403,-3.6303024384398697e-05,7.479817099032005e-07,-1.0529231042610832e-06,-0.014386481370642912,-0.033181206484655945,-0.0014091620970102525,5.4472343951747214e-05
0.1,0.32500000000000007,0.6642985245301475,1.2911851587915635e-07,-1.4405008297302402e-07,18.60871514230311,3.3090273720404184,0.8773525238292557,0.6642985245301475,0.6645311341150189,0.6645311328238337,0.6643398866520476,0.6643398880925484,0.6645962837770416,0.6645484483793275,0.6645484472878282,0.664588347142497,0.6643544934941039,2.2799594434630421e-07,1.2293904783078347e-07,18.593889050246837,3.30836992934902,0.9554206784068153,-5.596896395643203e-05,-9.887742846714787e-08,-2.669891308038075e-07,0.014826092056274831,0.0006574426913985576,-0.07806815457755967,8.424563166882343e-05
0.17500000000000002,0.32500000000000007,0.6677078963930861,-1.181372222269772e-07,1.5771288719435006e-07,9.395019588560594,3.5000091293913016,0.6702312452067094,0.6677078963930861,0.667825333547257,0.6678253347286293,0.667751647295768,0.6677516457186391,0.6678857911308517,0.6678522725042424,0.6678522773298539,0.6678857818277653,0.6674976574949897,1.0869826150283757e-07,5.572179384571996e-08,9.492254436769265,3.5016591173286926,0.6829300019783879,0.0002102388980964598,-2.2683548372981477e-07,1.019910933486301e-07,-0.09723484820867156,-0.0016499879373910176,-0.012698756771678532,0.00031496574667460594
0.25,0.32500000000000007,0.6673599739475296,-2.9597115869250956e-07,2.078495708879302e-07,5.595681488452797,3.651843874545868,0.3308957169356752,0.6673599739475296,0.6674299184862794,0.667429921445991,0.6674056230352092,0.6674056209567135,0.6674838102354971,0.6674672630564464,0.6674672673967696,0.6674838097894126,0.667409493896697,1.1051276560536394e-07,2.111190111619976e-08,5.6401943402617505,3.653632183415745,0.339867306802244,-4.9519949167464716e-05,-4.064839242978735e-07,1.8673766977173045e-07,-0.04451285180895326,-0.001788308869876687,-0.008971589866568763,7.419725014449601e-05
0.32500000000000007,0.32500000000000007,0.6640950053668895,2.051781855527679e-07,3.280803406724431e-08,3.788150282995062,3.788222065259639,0.057441042803363374,0.6640950053668895,0.6641423582713178,0.664142356219536,0.6641423583067454,0.664142357978665,0.6641911480048799,0.6641882704014364,0.6641882712466642,0.664191137747501,0.6641032358749568,1.231653667943533e-07,1.5815926346363085e-08,3.7892737732114767,3.7892040431408702,0.057474361492282355,-8.230508067308406e-06,8.20128187584146e-08,1.6992107720881222e-08,-0.0011234902164147798,-0.000981977881231444,-3.331868891898182e-05,1.2393416599551277e-05
0.4,0.32500000000000007,0.6594184274211474,2.1897250679359104e-08,-1.3604705140224382e-07,3.1437012581525536,3.951633757899309,-0.03346713524754463,0.6594184274211474,0.6594577237963606,0.6594577235773881,0.6594678221628859,0.6594678235233564,0.6595062725223437,0.6595079441218212,0.6595079441154753,0.6595062690014281,0.659419624300876,2.744567351165017e-07,5.580842454833146e-08,3.143753452428122,3.952666573630026,-0.03341072777107712,-1.196879728548872e-06,-2.525594844371426e-07,-1.9185547595057528e-07,-5.21942755682403e-05,-0.0010328157307171182,-5.640747646751265e-05,1.815050211491381e-06
0.1,0.4,0.665431451275605,2.776729568498837e-06,7.024111514652986e-07,18.721463711472985,3.006678250345729,0.3251414402993813,0.665431451275605,0.6656654834556462,0.6656654556883506,0.6654690382657901,0.6654690312416786,0.6657110902481393,0.6656948341482342,0.6656948333664005,0.6657110914105252,0.6654453610174111,1.479551481331498e-07,1.234639279701355e-07,19.033027044019768,3.006686928124225,0.33292374776894285,-1.3909741806150677e-05,2.628774420365687e-06,5.789472234951631e-07,-0.3115633325467826,-8.67777849578033e-06,-0.007782307469561545,2.0902905964937267e-05
0.17500000000000002,0.4,0.6683873353730292,-1.708631125474369e-07,7.937044355088574e-07,9.560194685005463,3.0643697231980127,0.21059059173600403,0.6683873353730292,0.6685068369522762,0.6685068386609073,0.6684256439630913,0.668425636026047,0.6685503697031939,0.6685398438832691,0.6685398414606516,0.6685503746999004,0.6684535849161563,1.5704895162116372e-07,1.456551768086456e-07,9.662127547258592,3.0647764846314374,0.2156066280045721,-6.624954312706155e-05,-3.2791206416860064e-07,6.480492587002118e-07,-0.10193286225312903,-0.00040676143342466275,-0.005016036268568058,9.910866606448254e-05
0.25,0.4,0.6664122455833654,2.472517135476693e-06,2.6593374169436856e-07,5.861169843250913,3.1065410362529633,0.08097273494267476,0.6664122455833654,0.6664855225689917,0.6664854978438204,0.6664510786759873,0.6664510760166499,0.6665263263799835,0.6665222830144834,0.6665222880994436,0.6665263420074377,0.6664489024980437,1.665507620707274e-07,7.773647281439366e-08,5.879733106408658,3.1066449593408763,0.08234101433246543,-3.665691467824583e-05,2.3059663734059654e-06,1.881972688799749e-07,-0.018563263157744814,-0.00010392308791296045,-0.001368279389790672,5.500333865183826e-05
0.32500000000000007,0.4,0.6594184261247735,1.1926323262301253e-07,-1.360455303967001e-07,3.951811138889205,3.143811062091828,-0.03354979411063219,0.6594184261247735,0.6594678243603258,0.6594678231676935,0.659457723082822,0.6594577244432773,0.6595062659776605,0.6595079418525566,0.6595079452001248,0.6595062660956098,0.6594193727488518,-6.979117284089398e-09,7.3757222551762425e-09,3.952643157769664,3.1436121728667388,-0.033401750975103894,-9.466240782352031e-07,1.2624234990710193e-07,-1.4342125265187633e-07,-0.0008320188804589179,0.00019888922508926044,-0.0001480431355282974,1.4355418074678508e-06
0.4,0.4,0.6483797165301903,-4.4935677401269913e-08,6.029211574443138e-08,3.1591958325982716,3.159101680183518,-0.06383908614071565,0.6483797165301903,0.6484192062534194,0.6484192067027762,0.6484192056026532,0.648419204999732,0.6484577310418592,0.648460926852403,0.6484609213368968,0.6484577332388265,0.6479049278399069,-2.105174923272557e-08,-1.452449271965861e-08,3.2095548967570053,3.209560136623324,-0.06465262480270795,0.00047478869028338977,-2.3883928168544344e-08,7.481660846409e-08,-0.0503590641587337,-0.05045845643980584,0.0008135386619922969,0.0007328061107149149
